State,Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %
Colorado,2014,G,ADAMS,7213201223,0,0,0,0,0.00%
Colorado,2014,G,ADAMS,7213201224,39,8,47,21,44.68%
Colorado,2014,G,ADAMS,7213401027,625,363,988,294,29.76%
Colorado,2014,G,ADAMS,7213401030,935,310,"1,245",530,42.57%
Colorado,2014,G,ADAMS,7213401035,924,363,"1,287",455,35.35%
Colorado,2014,G,ADAMS,7213401036,683,130,813,540,66.42%
Colorado,2014,G,ADAMS,7213401042,870,440,"1,310",482,36.79%
Colorado,2014,G,ADAMS,7213501010,"1,213",431,"1,644",694,42.21%
Colorado,2014,G,ADAMS,7213501011,"1,365",342,"1,707",779,45.64%
Colorado,2014,G,ADAMS,7213501012,"1,074",211,"1,285",680,52.92%
Colorado,2014,G,ADAMS,7213501013,"1,452",403,"1,855",865,46.63%
Colorado,2014,G,ADAMS,7213501014,"1,039",200,"1,239",649,52.38%
Colorado,2014,G,ADAMS,7213501015,"1,123",656,"1,779",575,32.32%
Colorado,2014,G,ADAMS,7213501016,"1,046",179,"1,225",680,55.51%
Colorado,2014,G,ADAMS,7213501017,894,190,"1,084",596,54.98%
Colorado,2014,G,ADAMS,7213501018,"1,011",251,"1,262",617,48.89%
Colorado,2014,G,ADAMS,7213501019,700,145,845,425,50.30%
Colorado,2014,G,ADAMS,7213501020,"1,048",310,"1,358",542,39.91%
Colorado,2014,G,ADAMS,7213501024,"1,196",200,"1,396",701,50.21%
Colorado,2014,G,ADAMS,7213501025,"1,160",185,"1,345",666,49.52%
Colorado,2014,G,ADAMS,7213501026,"1,441",471,"1,912",805,42.10%
Colorado,2014,G,ADAMS,7243101078,553,76,629,382,60.73%
Colorado,2014,G,ADAMS,7243101079,797,92,889,601,67.60%
Colorado,2014,G,ADAMS,7243101085,"1,136",135,"1,271",806,63.41%
Colorado,2014,G,ADAMS,7243101086,"1,027",126,"1,153",718,62.27%
Colorado,2014,G,ADAMS,7243101088,"1,082",162,"1,244",810,65.11%
Colorado,2014,G,ADAMS,7243101089,"1,182",452,"1,634",736,45.04%
Colorado,2014,G,ADAMS,7243101093,"1,320",301,"1,621",771,47.56%
Colorado,2014,G,ADAMS,7243101094,"1,219",169,"1,388",774,55.76%
Colorado,2014,G,ADAMS,7243101097,"1,052",133,"1,185",672,56.71%
Colorado,2014,G,ADAMS,7243101105,154,111,265,68,25.66%
Colorado,2014,G,ADAMS,7243101134,"1,314",309,"1,623",767,47.26%
Colorado,2014,G,ADAMS,7243101135,"1,415",230,"1,645",880,53.50%
Colorado,2014,G,ADAMS,7243101136,"1,021",139,"1,160",658,56.72%
Colorado,2014,G,ADAMS,7243101137,"1,358",199,"1,557",897,57.61%
Colorado,2014,G,ADAMS,7243101145,"1,195",164,"1,359",717,52.76%
Colorado,2014,G,ADAMS,7243101146,"1,072",339,"1,411",608,43.09%
Colorado,2014,G,ADAMS,7243101147,"1,447",321,"1,768",892,50.45%
Colorado,2014,G,ADAMS,7243101149,"1,123",161,"1,284",820,63.86%
Colorado,2014,G,ADAMS,7243401037,802,310,"1,112",357,32.10%
Colorado,2014,G,ADAMS,7243401038,"1,323",299,"1,622",772,47.60%
Colorado,2014,G,ADAMS,7243401039,961,118,"1,079",641,59.41%
Colorado,2014,G,ADAMS,7243401040,987,187,"1,174",654,55.71%
Colorado,2014,G,ADAMS,7243401041,925,231,"1,156",552,47.75%
Colorado,2014,G,ADAMS,7243401051,"1,339",269,"1,608",894,55.60%
Colorado,2014,G,ADAMS,7243401052,"1,537",596,"2,133",876,41.07%
Colorado,2014,G,ADAMS,7243401053,"1,125",134,"1,259",833,66.16%
Colorado,2014,G,ADAMS,7243401080,974,114,"1,088",730,67.10%
Colorado,2014,G,ADAMS,7243401081,947,116,"1,063",608,57.20%
Colorado,2014,G,ADAMS,7243401082,912,127,"1,039",665,64.00%
Colorado,2014,G,ADAMS,7243401083,"1,080",358,"1,438",715,49.72%
Colorado,2014,G,ADAMS,7243401084,645,96,741,483,65.18%
Colorado,2014,G,ADAMS,7243401087,951,729,"1,680",505,30.06%
Colorado,2014,G,ADAMS,7243401090,"1,011",642,"1,653",465,28.13%
Colorado,2014,G,ADAMS,7243401091,"1,104",351,"1,455",517,35.53%
Colorado,2014,G,ADAMS,7243401092,"1,272",213,"1,485",823,55.42%
Colorado,2014,G,ADAMS,7243401095,"1,224",182,"1,406",761,54.13%
Colorado,2014,G,ADAMS,7243401096,"1,015",154,"1,169",687,58.77%
Colorado,2014,G,ADAMS,7243401098,999,170,"1,169",662,56.63%
Colorado,2014,G,ADAMS,7243401099,719,127,846,442,52.25%
Colorado,2014,G,ADAMS,7243401100,"1,229",350,"1,579",757,47.94%
Colorado,2014,G,ADAMS,7243401101,"1,094",275,"1,369",604,44.12%
Colorado,2014,G,ADAMS,7243401102,"1,088",169,"1,257",694,55.21%
Colorado,2014,G,ADAMS,7243401103,504,342,846,264,31.21%
Colorado,2014,G,ADAMS,7243401104,"1,002",191,"1,193",575,48.20%
Colorado,2014,G,ADAMS,7243501031,"1,215",262,"1,477",765,51.79%
Colorado,2014,G,ADAMS,7243501032,"1,000",203,"1,203",641,53.28%
Colorado,2014,G,ADAMS,7243501033,"1,342",433,"1,775",920,51.83%
Colorado,2014,G,ADAMS,7243501034,"1,126",200,"1,326",700,52.79%
Colorado,2014,G,ADAMS,7243501043,968,91,"1,059",780,73.65%
Colorado,2014,G,ADAMS,7243501044,909,366,"1,275",616,48.31%
Colorado,2014,G,ADAMS,7243501045,716,85,801,533,66.54%
Colorado,2014,G,ADAMS,7243501046,725,82,807,589,72.99%
Colorado,2014,G,ADAMS,7243501047,"1,095",111,"1,206",860,71.31%
Colorado,2014,G,ADAMS,7243501048,826,91,917,651,70.99%
Colorado,2014,G,ADAMS,7243501049,"1,079",188,"1,267",779,61.48%
Colorado,2014,G,ADAMS,7243501050,915,218,"1,133",675,59.58%
Colorado,2014,G,ADAMS,7243501054,819,129,948,594,62.66%
Colorado,2014,G,ADAMS,7243501055,741,230,971,551,56.75%
Colorado,2014,G,ADAMS,7243501056,"1,070",164,"1,234",802,64.99%
Colorado,2014,G,ADAMS,7243501057,854,105,959,604,62.98%
Colorado,2014,G,ADAMS,7243501058,941,308,"1,249",664,53.16%
Colorado,2014,G,ADAMS,7243501059,"1,015",133,"1,148",765,66.64%
Colorado,2014,G,ADAMS,7243501060,938,364,"1,302",637,48.92%
Colorado,2014,G,ADAMS,7243501061,"1,234",467,"1,701",821,48.27%
Colorado,2014,G,ADAMS,7243501062,882,172,"1,054",695,65.94%
Colorado,2014,G,ADAMS,7243501063,749,88,837,583,69.65%
Colorado,2014,G,ADAMS,7243501064,"1,204",695,"1,899",646,34.02%
Colorado,2014,G,ADAMS,7243501065,924,138,"1,062",642,60.45%
Colorado,2014,G,ADAMS,7243501066,268,97,365,119,32.60%
Colorado,2014,G,ADAMS,7243501067,586,134,720,390,54.17%
Colorado,2014,G,ADAMS,7243501068,"1,179",205,"1,384",782,56.50%
Colorado,2014,G,ADAMS,7243501069,781,85,866,582,67.21%
Colorado,2014,G,ADAMS,7243501070,910,82,992,700,70.56%
Colorado,2014,G,ADAMS,7253001131,684,182,866,313,36.14%
Colorado,2014,G,ADAMS,7253001132,"1,008",219,"1,227",512,41.73%
Colorado,2014,G,ADAMS,7253001138,752,131,883,480,54.36%
Colorado,2014,G,ADAMS,7253001139,190,24,214,128,59.81%
Colorado,2014,G,ADAMS,7253001142,693,53,746,497,66.62%
Colorado,2014,G,ADAMS,7253001143,698,142,840,399,47.50%
Colorado,2014,G,ADAMS,7253001144,"1,282",222,"1,504",742,49.34%
Colorado,2014,G,ADAMS,7253001148,806,120,926,495,53.46%
Colorado,2014,G,ADAMS,7253101106,"1,329",581,"1,910",711,37.23%
Colorado,2014,G,ADAMS,7253101107,"1,076",181,"1,257",678,53.94%
Colorado,2014,G,ADAMS,7253101108,"1,225",242,"1,467",689,46.97%
Colorado,2014,G,ADAMS,7253101109,"1,152",191,"1,343",657,48.92%
Colorado,2014,G,ADAMS,7253101110,892,139,"1,031",486,47.14%
Colorado,2014,G,ADAMS,7253101111,"1,043",229,"1,272",624,49.06%
Colorado,2014,G,ADAMS,7253101112,"1,806",949,"2,755",813,29.51%
Colorado,2014,G,ADAMS,7253101113,"1,118",201,"1,319",657,49.81%
Colorado,2014,G,ADAMS,7253101114,884,282,"1,166",463,39.71%
Colorado,2014,G,ADAMS,7253101115,"1,006",200,"1,206",554,45.94%
Colorado,2014,G,ADAMS,7253101116,580,239,819,320,39.07%
Colorado,2014,G,ADAMS,7253101133,"1,187",221,"1,408",748,53.13%
Colorado,2014,G,ADAMS,7253401028,847,276,"1,123",468,41.67%
Colorado,2014,G,ADAMS,7253401029,"1,275",567,"1,842",610,33.12%
Colorado,2014,G,ALAMOSA,3356202001,699,157,856,489,57.13%
Colorado,2014,G,ALAMOSA,3356202002,669,289,958,442,46.14%
Colorado,2014,G,ALAMOSA,3356202003,"1,287",237,"1,524",930,61.02%
Colorado,2014,G,ALAMOSA,3356202004,"1,467",166,"1,633","1,063",65.09%
Colorado,2014,G,ALAMOSA,3356202005,638,83,721,487,67.55%
Colorado,2014,G,ALAMOSA,3356202006,835,178,"1,013",520,51.33%
Colorado,2014,G,ALAMOSA,3356202007,"1,309",246,"1,555",800,51.45%
Colorado,2014,G,ALAMOSA,3356202008,732,56,788,563,71.45%
Colorado,2014,G,ARAPAHOE,1260303101,"1,089",222,"1,311",621,47.37%
Colorado,2014,G,ARAPAHOE,1260303102,"1,014",266,"1,280",583,45.55%
Colorado,2014,G,ARAPAHOE,1260303103,629,127,756,366,48.41%
Colorado,2014,G,ARAPAHOE,1260303104,589,92,681,317,46.55%
Colorado,2014,G,ARAPAHOE,1260303105,"1,079",181,"1,260",692,54.92%
Colorado,2014,G,ARAPAHOE,1260303106,433,186,619,252,40.71%
Colorado,2014,G,ARAPAHOE,1260303107,753,138,891,500,56.12%
Colorado,2014,G,ARAPAHOE,1260303108,647,72,719,495,68.85%
Colorado,2014,G,ARAPAHOE,1260303109,653,75,728,514,70.60%
Colorado,2014,G,ARAPAHOE,1260303110,461,36,497,366,73.64%
Colorado,2014,G,ARAPAHOE,1260303111,"1,167",307,"1,474",766,51.97%
Colorado,2014,G,ARAPAHOE,1260303112,824,128,952,572,60.08%
Colorado,2014,G,ARAPAHOE,1260303113,449,22,471,364,77.28%
Colorado,2014,G,ARAPAHOE,1260303114,760,377,"1,137",400,35.18%
Colorado,2014,G,ARAPAHOE,1260303115,944,159,"1,103",606,54.94%
Colorado,2014,G,ARAPAHOE,1260303116,"1,156",198,"1,354",769,56.79%
Colorado,2014,G,ARAPAHOE,1260303117,589,266,855,309,36.14%
Colorado,2014,G,ARAPAHOE,1260303118,754,132,886,502,56.66%
Colorado,2014,G,ARAPAHOE,1260303119,729,81,810,497,61.36%
Colorado,2014,G,ARAPAHOE,1260303120,503,62,565,351,62.12%
Colorado,2014,G,ARAPAHOE,1260303121,523,63,586,392,66.89%
Colorado,2014,G,ARAPAHOE,1260303122,670,84,754,411,54.51%
Colorado,2014,G,ARAPAHOE,1260303123,883,105,988,600,60.73%
Colorado,2014,G,ARAPAHOE,1260303124,"1,003",196,"1,199",705,58.80%
Colorado,2014,G,ARAPAHOE,1260303125,549,258,807,281,34.82%
Colorado,2014,G,ARAPAHOE,1260303129,573,65,638,410,64.26%
Colorado,2014,G,ARAPAHOE,1260303130,925,116,"1,041",629,60.42%
Colorado,2014,G,ARAPAHOE,1260303131,993,73,"1,066",788,73.92%
Colorado,2014,G,ARAPAHOE,1260303132,995,70,"1,065",782,73.43%
Colorado,2014,G,ARAPAHOE,1260303133,"1,027",75,"1,102",792,71.87%
Colorado,2014,G,ARAPAHOE,1260303134,531,23,554,433,78.16%
Colorado,2014,G,ARAPAHOE,1260303135,377,22,399,318,79.70%
Colorado,2014,G,ARAPAHOE,1260303136,828,40,868,697,80.30%
Colorado,2014,G,ARAPAHOE,1260303140,447,53,500,312,62.40%
Colorado,2014,G,ARAPAHOE,1263803141,450,12,462,377,81.60%
Colorado,2014,G,ARAPAHOE,1310903137,821,82,903,651,72.09%
Colorado,2014,G,ARAPAHOE,1310903138,416,18,434,345,79.49%
Colorado,2014,G,ARAPAHOE,1310903139,701,53,754,535,70.95%
Colorado,2014,G,ARAPAHOE,1310903230,0,0,0,0,0.00%
Colorado,2014,G,ARAPAHOE,1310903402,0,0,0,0,0.00%
Colorado,2014,G,ARAPAHOE,1310903475,26,2,28,20,71.43%
Colorado,2014,G,ARAPAHOE,1310903501,690,397,"1,087",374,34.41%
Colorado,2014,G,ARAPAHOE,1310903502,959,571,"1,530",485,31.70%
Colorado,2014,G,ARAPAHOE,4283603348,0,0,0,0,0.00%
Colorado,2014,G,ARAPAHOE,4283603350,3,0,3,0,0.00%
Colorado,2014,G,ARAPAHOE,4293603358,20,29,49,0,0.00%
Colorado,2014,G,ARAPAHOE,4293603361,1,1,2,0,0.00%
Colorado,2014,G,ARAPAHOE,4295603357,1,0,1,0,0.00%
Colorado,2014,G,ARAPAHOE,4295603359,0,0,0,0,0.00%
Colorado,2014,G,ARAPAHOE,4295603362,"1,781",159,"1,940","1,372",70.72%
Colorado,2014,G,ARAPAHOE,4295603363,941,109,"1,050",710,67.62%
Colorado,2014,G,ARAPAHOE,4295603364,"1,114",173,"1,287",807,62.70%
Colorado,2014,G,ARAPAHOE,4295603365,506,75,581,391,67.30%
Colorado,2014,G,ARAPAHOE,6260303126,632,237,869,277,31.88%
Colorado,2014,G,ARAPAHOE,6260303127,110,36,146,74,50.68%
Colorado,2014,G,ARAPAHOE,6260303128,409,36,445,255,57.30%
Colorado,2014,G,ARAPAHOE,6260303143,688,148,836,430,51.44%
Colorado,2014,G,ARAPAHOE,6260303153,"1,161",309,"1,470",703,47.82%
Colorado,2014,G,ARAPAHOE,6260303161,703,91,794,489,61.59%
Colorado,2014,G,ARAPAHOE,6260303162,731,244,975,416,42.67%
Colorado,2014,G,ARAPAHOE,6260303201,379,22,401,310,77.31%
Colorado,2014,G,ARAPAHOE,6260303202,356,16,372,286,76.88%
Colorado,2014,G,ARAPAHOE,6260303203,740,47,787,618,78.53%
Colorado,2014,G,ARAPAHOE,6260303204,"1,533",105,"1,638","1,258",76.80%
Colorado,2014,G,ARAPAHOE,6260303229,"1,003",73,"1,076",802,74.54%
Colorado,2014,G,ARAPAHOE,6260303231,"1,733",654,"2,387",997,41.77%
Colorado,2014,G,ARAPAHOE,6260303232,"1,427",61,"1,488","1,142",76.75%
Colorado,2014,G,ARAPAHOE,6260303234,306,140,446,157,35.20%
Colorado,2014,G,ARAPAHOE,6260303249,778,68,846,657,77.66%
Colorado,2014,G,ARAPAHOE,6260303253,"1,433",138,"1,571","1,081",68.81%
Colorado,2014,G,ARAPAHOE,6260303254,389,21,410,318,77.56%
Colorado,2014,G,ARAPAHOE,6260303256,0,0,0,0,0.00%
Colorado,2014,G,ARAPAHOE,6263803142,889,73,962,732,76.09%
Colorado,2014,G,ARAPAHOE,6263803144,781,51,832,626,75.24%
Colorado,2014,G,ARAPAHOE,6263803145,653,95,748,442,59.09%
Colorado,2014,G,ARAPAHOE,6263803146,769,43,812,630,77.59%
Colorado,2014,G,ARAPAHOE,6263803147,843,67,910,680,74.73%
Colorado,2014,G,ARAPAHOE,6263803148,548,26,574,444,77.35%
Colorado,2014,G,ARAPAHOE,6263803149,"1,113",65,"1,178",951,80.73%
Colorado,2014,G,ARAPAHOE,6263803150,"1,096",215,"1,311",750,57.21%
Colorado,2014,G,ARAPAHOE,6263803151,746,314,"1,060",443,41.79%
Colorado,2014,G,ARAPAHOE,6263803152,834,104,938,680,72.49%
Colorado,2014,G,ARAPAHOE,6263803154,930,157,"1,087",630,57.96%
Colorado,2014,G,ARAPAHOE,6263803155,"1,205",54,"1,259",985,78.24%
Colorado,2014,G,ARAPAHOE,6263803156,445,29,474,372,78.48%
Colorado,2014,G,ARAPAHOE,6263803157,627,30,657,522,79.45%
Colorado,2014,G,ARAPAHOE,6263803158,826,93,919,602,65.51%
Colorado,2014,G,ARAPAHOE,6263803159,749,147,896,569,63.50%
Colorado,2014,G,ARAPAHOE,6263803160,853,120,973,578,59.40%
Colorado,2014,G,ARAPAHOE,6263803163,761,108,869,542,62.37%
Colorado,2014,G,ARAPAHOE,6263803165,990,89,"1,079",754,69.88%
Colorado,2014,G,ARAPAHOE,6263803166,439,24,463,352,76.03%
Colorado,2014,G,ARAPAHOE,6263803167,902,91,993,632,63.65%
Colorado,2014,G,ARAPAHOE,6263803168,908,63,971,769,79.20%
Colorado,2014,G,ARAPAHOE,6263803169,"1,006",74,"1,080",808,74.81%
Colorado,2014,G,ARAPAHOE,6263803170,889,276,"1,165",594,50.99%
Colorado,2014,G,ARAPAHOE,6263803171,758,39,797,619,77.67%
Colorado,2014,G,ARAPAHOE,6263803172,775,59,834,603,72.30%
Colorado,2014,G,ARAPAHOE,6263803173,"1,283",168,"1,451",981,67.61%
Colorado,2014,G,ARAPAHOE,6263803174,933,99,"1,032",695,67.34%
Colorado,2014,G,ARAPAHOE,6263803175,731,72,803,580,72.23%
Colorado,2014,G,ARAPAHOE,6263803176,894,125,"1,019",656,64.38%
Colorado,2014,G,ARAPAHOE,6264003255,933,283,"1,216",633,52.06%
Colorado,2014,G,ARAPAHOE,6264003258,242,139,381,103,27.03%
Colorado,2014,G,ARAPAHOE,6264003323,34,1,35,24,68.57%
Colorado,2014,G,ARAPAHOE,6264003424,0,0,0,0,0.00%
Colorado,2014,G,ARAPAHOE,6264003453,534,50,584,436,74.66%
Colorado,2014,G,ARAPAHOE,6264003455,293,52,345,221,64.06%
Colorado,2014,G,ARAPAHOE,6264103401,"1,112",344,"1,456",641,44.02%
Colorado,2014,G,ARAPAHOE,6264103403,700,335,"1,035",356,34.40%
Colorado,2014,G,ARAPAHOE,6264103404,293,179,472,128,27.12%
Colorado,2014,G,ARAPAHOE,6264103405,760,384,"1,144",412,36.01%
Colorado,2014,G,ARAPAHOE,6264103406,401,193,594,227,38.22%
Colorado,2014,G,ARAPAHOE,6264103407,"1,587",580,"2,167",979,45.18%
