State,Year,Election Type,County,Precinct,Active Voters,Inactive Voters,Total Voters,Ballots Cast,Total Voters Turnout %
Colorado,2018,G,ADAMS,6255601173,89,9,98,73,74.49%
Colorado,2018,G,ADAMS,6255601174,460,42,502,365,72.71%
Colorado,2018,G,ADAMS,6255601175,"1,272",186,"1,458",969,66.46%
Colorado,2018,G,ADAMS,6255601176,495,71,566,373,65.90%
Colorado,2018,G,ADAMS,6255601177,198,0,198,142,71.72%
Colorado,2018,G,ADAMS,6255601178,1,0,1,0,0.00%
Colorado,2018,G,ADAMS,6255601179,0,0,0,0,0.00%
Colorado,2018,G,ADAMS,6255601180,941,86,"1,027",712,69.33%
Colorado,2018,G,ADAMS,6255601181,"1,286",183,"1,469",905,61.61%
Colorado,2018,G,ADAMS,6255601182,777,97,874,551,63.04%
Colorado,2018,G,ADAMS,6255601183,280,28,308,202,65.58%
Colorado,2018,G,ADAMS,6255601184,285,36,321,201,62.62%
Colorado,2018,G,ADAMS,6255601185,568,53,621,459,73.91%
Colorado,2018,G,ADAMS,6255601186,"1,341",136,"1,477",933,63.17%
Colorado,2018,G,ADAMS,6255601187,"1,090",193,"1,283",760,59.24%
Colorado,2018,G,ADAMS,6255601188,841,85,926,674,72.79%
Colorado,2018,G,ADAMS,6255601189,799,57,856,650,75.93%
Colorado,2018,G,ADAMS,6255601190,"1,233",126,"1,359",902,66.37%
Colorado,2018,G,ADAMS,6255601191,"1,465",211,"1,676",984,58.71%
Colorado,2018,G,ADAMS,6255601192,905,150,"1,055",603,57.16%
Colorado,2018,G,ADAMS,6255601193,"1,204",205,"1,409",776,55.07%
Colorado,2018,G,ADAMS,6255601194,398,73,471,310,65.82%
Colorado,2018,G,ADAMS,6255601195,484,32,516,399,77.33%
Colorado,2018,G,ADAMS,6255601196,105,51,156,51,32.69%
Colorado,2018,G,ADAMS,6255601197,228,24,252,147,58.33%
Colorado,2018,G,ADAMS,6255601198,656,48,704,529,75.14%
Colorado,2018,G,ADAMS,6255601227,357,17,374,299,79.95%
Colorado,2018,G,ADAMS,6255601228,926,69,995,756,75.98%
Colorado,2018,G,ADAMS,6255601244,837,49,886,707,79.80%
Colorado,2018,G,ADAMS,7213001130,275,40,315,204,64.76%
Colorado,2018,G,ADAMS,7213001140,628,80,708,427,60.31%
Colorado,2018,G,ADAMS,7213001141,"1,019",145,"1,164",681,58.51%
Colorado,2018,G,ADAMS,7213001199,752,102,854,539,63.11%
Colorado,2018,G,ADAMS,7213001200,130,6,136,105,77.21%
Colorado,2018,G,ADAMS,7213001201,275,30,305,210,68.85%
Colorado,2018,G,ADAMS,7213001202,510,35,545,372,68.26%
Colorado,2018,G,ADAMS,7213001203,495,45,540,407,75.37%
Colorado,2018,G,ADAMS,7213001204,704,101,805,490,60.87%
Colorado,2018,G,ADAMS,7213001205,"1,335",130,"1,465",962,65.67%
Colorado,2018,G,ADAMS,7213001206,"1,343",113,"1,456",930,63.87%
Colorado,2018,G,ADAMS,7213001207,681,88,769,511,66.45%
Colorado,2018,G,ADAMS,7213001210,"1,558",143,"1,701","1,089",64.02%
Colorado,2018,G,ADAMS,7213001211,438,65,503,298,59.24%
Colorado,2018,G,ADAMS,7213001212,569,19,588,444,75.51%
Colorado,2018,G,ADAMS,7213001213,676,40,716,501,69.97%
Colorado,2018,G,ADAMS,7213001214,"1,038",147,"1,185",758,63.97%
Colorado,2018,G,ADAMS,7213001215,"1,213",198,"1,411",877,62.15%
Colorado,2018,G,ADAMS,7213001225,218,15,233,173,74.25%
Colorado,2018,G,ADAMS,7213101117,"1,701",173,"1,874","1,038",55.39%
Colorado,2018,G,ADAMS,7213101118,"1,019",140,"1,159",615,53.06%
Colorado,2018,G,ADAMS,7213201001,"1,499",312,"1,811",894,49.36%
Colorado,2018,G,ADAMS,7213201002,"1,594",205,"1,799","1,079",59.98%
Colorado,2018,G,ADAMS,7213201003,"1,613",92,"1,705",604,35.43%
Colorado,2018,G,ADAMS,7213201004,925,140,"1,065",561,52.68%
Colorado,2018,G,ADAMS,7213201005,"1,585",191,"1,776","1,003",56.48%
Colorado,2018,G,ADAMS,7213201006,"1,105",175,"1,280",619,48.36%
Colorado,2018,G,ADAMS,7213201007,"1,310",153,"1,463",872,59.60%
Colorado,2018,G,ADAMS,7213201008,"1,034",93,"1,127",690,61.22%
Colorado,2018,G,ADAMS,7213201009,906,110,"1,016",676,66.54%
Colorado,2018,G,ADAMS,7213201021,"1,486",244,"1,730",883,51.04%
Colorado,2018,G,ADAMS,7213201022,"1,441",135,"1,576","1,498",95.05%
Colorado,2018,G,ADAMS,7213201023,"1,047",148,"1,195",647,54.14%
Colorado,2018,G,ADAMS,7213201119,"1,314",267,"1,581",753,47.63%
Colorado,2018,G,ADAMS,7213201120,"1,284",168,"1,452",780,53.72%
Colorado,2018,G,ADAMS,7213201121,"1,150",163,"1,313",717,54.61%
Colorado,2018,G,ADAMS,7213201122,761,104,865,480,55.49%
Colorado,2018,G,ADAMS,7213201123,"1,464",253,"1,717",729,42.46%
Colorado,2018,G,ADAMS,7213201124,"1,450",222,"1,672",781,46.71%
Colorado,2018,G,ADAMS,7213201125,964,149,"1,113",548,49.24%
Colorado,2018,G,ADAMS,7213201126,"1,663",191,"1,854",903,48.71%
Colorado,2018,G,ADAMS,7213201127,"1,076",145,"1,221",564,46.19%
Colorado,2018,G,ADAMS,7213201128,"1,692",201,"1,893",867,45.80%
Colorado,2018,G,ADAMS,7213201129,"1,474",218,"1,692",776,45.86%
Colorado,2018,G,ADAMS,7213201208,595,75,670,360,53.73%
Colorado,2018,G,ADAMS,7213201209,787,109,896,499,55.69%
Colorado,2018,G,ADAMS,7213201216,"1,601",224,"1,825","1,028",56.33%
Colorado,2018,G,ADAMS,7213201217,930,130,"1,060",624,58.87%
Colorado,2018,G,ADAMS,7213201218,774,112,886,568,64.11%
Colorado,2018,G,ADAMS,7213201219,309,45,354,219,61.86%
Colorado,2018,G,ADAMS,7213201220,0,0,0,0,0.00%
Colorado,2018,G,ADAMS,7213201221,496,68,564,376,66.67%
Colorado,2018,G,ADAMS,7213201222,76,0,76,57,75.00%
Colorado,2018,G,ADAMS,7213201223,0,0,0,0,0.00%
Colorado,2018,G,ADAMS,7213201224,41,6,47,26,55.32%
Colorado,2018,G,ADAMS,7213201254,853,180,"1,033",471,45.60%
Colorado,2018,G,ADAMS,7213201255,722,87,809,371,45.86%
Colorado,2018,G,ADAMS,7213401027,734,291,"1,025",367,35.80%
Colorado,2018,G,ADAMS,7213401030,"1,044",187,"1,231",612,49.72%
Colorado,2018,G,ADAMS,7213401035,"1,137",209,"1,346",542,40.27%
Colorado,2018,G,ADAMS,7213401036,837,76,913,655,71.74%
Colorado,2018,G,ADAMS,7213401042,"1,007",246,"1,253",638,50.92%
Colorado,2018,G,ADAMS,7213501010,"1,395",297,"1,692",878,51.89%
Colorado,2018,G,ADAMS,7213501011,"1,651",234,"1,885","1,049",55.65%
Colorado,2018,G,ADAMS,7213501012,"1,196",141,"1,337",826,61.78%
Colorado,2018,G,ADAMS,7213501013,"1,699",269,"1,968","1,112",56.50%
Colorado,2018,G,ADAMS,7213501014,"1,140",126,"1,266",790,62.40%
Colorado,2018,G,ADAMS,7213501015,"1,320",435,"1,755",744,42.39%
Colorado,2018,G,ADAMS,7213501016,"1,165",125,"1,290",847,65.66%
Colorado,2018,G,ADAMS,7213501017,"1,027",118,"1,145",716,62.53%
Colorado,2018,G,ADAMS,7213501018,"1,100",162,"1,262",682,54.04%
Colorado,2018,G,ADAMS,7213501019,765,113,878,512,58.31%
Colorado,2018,G,ADAMS,7213501020,"1,267",231,"1,498",724,48.33%
Colorado,2018,G,ADAMS,7213501024,"1,316",139,"1,455",857,58.90%
Colorado,2018,G,ADAMS,7213501025,"1,321",166,"1,487",835,56.15%
Colorado,2018,G,ADAMS,7213501026,"1,635",313,"1,948","1,057",54.26%
Colorado,2018,G,ADAMS,7243101078,575,72,647,434,67.08%
Colorado,2018,G,ADAMS,7243101079,850,52,902,676,74.94%
Colorado,2018,G,ADAMS,7243101085,"1,180",89,"1,269",916,72.18%
Colorado,2018,G,ADAMS,7243101086,"1,094",71,"1,165",860,73.82%
Colorado,2018,G,ADAMS,7243101088,"1,328",107,"1,435","1,091",76.03%
Colorado,2018,G,ADAMS,7243101089,"1,232",302,"1,534",897,58.47%
Colorado,2018,G,ADAMS,7243101093,"1,413",258,"1,671",934,55.89%
Colorado,2018,G,ADAMS,7243101094,"1,317",136,"1,453",927,63.80%
Colorado,2018,G,ADAMS,7243101097,"1,177",96,"1,273",828,65.04%
Colorado,2018,G,ADAMS,7243101105,188,78,266,96,36.09%
Colorado,2018,G,ADAMS,7243101134,"1,464",213,"1,677",968,57.72%
Colorado,2018,G,ADAMS,7243101135,"1,504",180,"1,684","1,021",60.63%
Colorado,2018,G,ADAMS,7243101136,"1,081",113,"1,194",799,66.92%
Colorado,2018,G,ADAMS,7243101137,"1,500",128,"1,628","1,104",67.81%
Colorado,2018,G,ADAMS,7243101145,"1,493",155,"1,648","1,055",64.02%
Colorado,2018,G,ADAMS,7243101146,"1,146",275,"1,421",774,54.47%
Colorado,2018,G,ADAMS,7243101147,"1,673",203,"1,876","1,137",60.61%
Colorado,2018,G,ADAMS,7243101149,"1,153",81,"1,234",892,72.29%
Colorado,2018,G,ADAMS,7243401037,974,146,"1,120",502,44.82%
Colorado,2018,G,ADAMS,7243401038,"1,521",220,"1,741",949,54.51%
Colorado,2018,G,ADAMS,7243401039,"1,036",98,"1,134",727,64.11%
Colorado,2018,G,ADAMS,7243401040,"1,120",135,"1,255",752,59.92%
Colorado,2018,G,ADAMS,7243401041,"1,080",194,"1,274",714,56.04%
Colorado,2018,G,ADAMS,7243401051,"1,540",184,"1,724","1,108",64.27%
Colorado,2018,G,ADAMS,7243401052,"1,696",416,"2,112","1,091",51.66%
Colorado,2018,G,ADAMS,7243401053,"1,186",81,"1,267",939,74.11%
Colorado,2018,G,ADAMS,7243401080,"1,045",84,"1,129",841,74.49%
Colorado,2018,G,ADAMS,7243401081,"1,052",98,"1,150",790,68.70%
Colorado,2018,G,ADAMS,7243401082,963,86,"1,049",784,74.74%
Colorado,2018,G,ADAMS,7243401083,"1,168",174,"1,342",860,64.08%
Colorado,2018,G,ADAMS,7243401084,715,65,780,563,72.18%
Colorado,2018,G,ADAMS,7243401087,"1,216",466,"1,682",753,44.77%
Colorado,2018,G,ADAMS,7243401090,"1,299",436,"1,735",725,41.79%
Colorado,2018,G,ADAMS,7243401091,"1,267",299,"1,566",677,43.23%
Colorado,2018,G,ADAMS,7243401092,"1,413",163,"1,576",992,62.94%
Colorado,2018,G,ADAMS,7243401095,"1,310",134,"1,444",905,62.67%
Colorado,2018,G,ADAMS,7243401096,"1,134",92,"1,226",777,63.38%
Colorado,2018,G,ADAMS,7243401098,"1,122",102,"1,224",815,66.58%
Colorado,2018,G,ADAMS,7243401099,833,90,923,577,62.51%
Colorado,2018,G,ADAMS,7243401100,"1,336",225,"1,561",874,55.99%
Colorado,2018,G,ADAMS,7243401101,"1,233",214,"1,447",844,58.33%
Colorado,2018,G,ADAMS,7243401102,"1,202",102,"1,304",841,64.49%
Colorado,2018,G,ADAMS,7243401103,559,240,799,336,42.05%
Colorado,2018,G,ADAMS,7243401104,"1,066",129,"1,195",739,61.84%
Colorado,2018,G,ADAMS,7243501031,"1,376",175,"1,551",977,62.99%
Colorado,2018,G,ADAMS,7243501032,"1,132",125,"1,257",786,62.53%
Colorado,2018,G,ADAMS,7243501033,"1,528",235,"1,763","1,111",63.02%
Colorado,2018,G,ADAMS,7243501034,"1,236",134,"1,370",878,64.09%
Colorado,2018,G,ADAMS,7243501043,"1,003",55,"1,058",870,82.23%
Colorado,2018,G,ADAMS,7243501044,"1,025",197,"1,222",759,62.11%
Colorado,2018,G,ADAMS,7243501045,754,49,803,617,76.84%
Colorado,2018,G,ADAMS,7243501046,751,42,793,645,81.34%
Colorado,2018,G,ADAMS,7243501047,"1,116",87,"1,203",966,80.30%
Colorado,2018,G,ADAMS,7243501048,882,54,936,775,82.80%
Colorado,2018,G,ADAMS,7243501049,"1,130",131,"1,261",908,72.01%
Colorado,2018,G,ADAMS,7243501050,967,150,"1,117",765,68.49%
Colorado,2018,G,ADAMS,7243501054,883,70,953,690,72.40%
Colorado,2018,G,ADAMS,7243501055,830,123,953,672,70.51%
Colorado,2018,G,ADAMS,7243501056,"1,345",103,"1,448","1,103",76.17%
Colorado,2018,G,ADAMS,7243501057,968,93,"1,061",780,73.52%
Colorado,2018,G,ADAMS,7243501058,"1,153",191,"1,344",916,68.15%
Colorado,2018,G,ADAMS,7243501059,"1,089",82,"1,171",915,78.14%
Colorado,2018,G,ADAMS,7243501060,"1,067",221,"1,288",853,66.23%
Colorado,2018,G,ADAMS,7243501061,"1,356",301,"1,657","1,017",61.38%
Colorado,2018,G,ADAMS,7243501062,"1,007",74,"1,081",812,75.12%
Colorado,2018,G,ADAMS,7243501063,"1,138",82,"1,220",930,76.23%
Colorado,2018,G,ADAMS,7243501064,"1,448",429,"1,877",960,51.15%
Colorado,2018,G,ADAMS,7243501065,"1,054",82,"1,136",857,75.44%
Colorado,2018,G,ADAMS,7243501066,376,73,449,204,45.43%
Colorado,2018,G,ADAMS,7243501067,619,91,710,457,64.37%
Colorado,2018,G,ADAMS,7243501068,"1,257",167,"1,424",972,68.26%
Colorado,2018,G,ADAMS,7243501069,"1,289",233,"1,522",964,63.34%
Colorado,2018,G,ADAMS,7243501070,963,83,"1,046",791,75.62%
Colorado,2018,G,ADAMS,7253001131,806,109,915,404,44.15%
Colorado,2018,G,ADAMS,7253001132,"1,360",162,"1,522",832,54.66%
Colorado,2018,G,ADAMS,7253001138,831,95,926,601,64.90%
Colorado,2018,G,ADAMS,7253001139,225,19,244,168,68.85%
Colorado,2018,G,ADAMS,7253001142,965,84,"1,049",750,71.50%
Colorado,2018,G,ADAMS,7253001143,888,82,970,620,63.92%
Colorado,2018,G,ADAMS,7253001144,"1,448",167,"1,615","1,003",62.11%
Colorado,2018,G,ADAMS,7253001148,938,139,"1,077",678,62.95%
Colorado,2018,G,ADAMS,7253101106,"1,696",362,"2,058","1,074",52.19%
Colorado,2018,G,ADAMS,7253101107,"1,365",142,"1,507",895,59.39%
Colorado,2018,G,ADAMS,7253101108,"1,402",249,"1,651",882,53.42%
Colorado,2018,G,ADAMS,7253101109,"1,272",132,"1,404",858,61.11%
Colorado,2018,G,ADAMS,7253101110,964,97,"1,061",602,56.74%
Colorado,2018,G,ADAMS,7253101111,"1,173",143,"1,316",725,55.09%
Colorado,2018,G,ADAMS,7253101112,"1,100",133,"1,233",679,55.07%
Colorado,2018,G,ADAMS,7253101113,"1,273",137,"1,410",811,57.52%
Colorado,2018,G,ADAMS,7253101114,995,205,"1,200",616,51.33%
Colorado,2018,G,ADAMS,7253101115,"1,160",161,"1,321",683,51.70%
Colorado,2018,G,ADAMS,7253101116,709,147,856,400,46.73%
Colorado,2018,G,ADAMS,7253101133,"1,367",153,"1,520",882,58.03%
Colorado,2018,G,ADAMS,7253101250,795,558,"1,353",347,25.65%
Colorado,2018,G,ADAMS,7253401028,926,222,"1,148",577,50.26%
Colorado,2018,G,ADAMS,7253401029,"1,391",311,"1,702",749,44.01%
Colorado,2018,G,ALAMOSA,3356202001,771,184,955,564,59.06%
Colorado,2018,G,ALAMOSA,3356202002,814,345,"1,159",543,46.85%
Colorado,2018,G,ALAMOSA,3356202003,"1,548",272,"1,820","1,158",63.63%
Colorado,2018,G,ALAMOSA,3356202004,"1,656",190,"1,846","1,218",65.98%
Colorado,2018,G,ALAMOSA,3356202005,703,91,794,536,67.51%
Colorado,2018,G,ALAMOSA,3356202006,922,204,"1,126",599,53.20%
Colorado,2018,G,ALAMOSA,3356202007,"1,581",330,"1,911",987,51.65%
Colorado,2018,G,ALAMOSA,3356202008,753,54,807,594,73.61%
Colorado,2018,G,ARAPAHOE,1260303101,"1,245",193,"1,438",786,54.66%
Colorado,2018,G,ARAPAHOE,1260303102,"1,200",298,"1,498",739,49.33%
Colorado,2018,G,ARAPAHOE,1260303103,708,120,828,434,52.42%
Colorado,2018,G,ARAPAHOE,1260303104,678,87,765,402,52.55%
Colorado,2018,G,ARAPAHOE,1260303105,"1,257",195,"1,452",905,62.33%
Colorado,2018,G,ARAPAHOE,1260303106,560,204,764,399,52.23%
Colorado,2018,G,ARAPAHOE,1260303107,881,153,"1,034",663,64.12%
Colorado,2018,G,ARAPAHOE,1260303108,734,67,801,613,76.53%
Colorado,2018,G,ARAPAHOE,1260303109,667,60,727,565,77.72%
Colorado,2018,G,ARAPAHOE,1260303110,516,24,540,447,82.78%
Colorado,2018,G,ARAPAHOE,1260303111,"1,277",299,"1,576",902,57.23%
Colorado,2018,G,ARAPAHOE,1260303112,915,113,"1,028",711,69.16%
Colorado,2018,G,ARAPAHOE,1260303113,645,68,713,559,78.40%
Colorado,2018,G,ARAPAHOE,1260303114,861,359,"1,220",621,50.90%
Colorado,2018,G,ARAPAHOE,1260303115,"1,066",194,"1,260",769,61.03%
Colorado,2018,G,ARAPAHOE,1260303116,"1,248",197,"1,445",882,61.04%
Colorado,2018,G,ARAPAHOE,1260303117,"1,164",299,"1,463",764,52.22%
Colorado,2018,G,ARAPAHOE,1260303118,826,120,946,640,67.65%
Colorado,2018,G,ARAPAHOE,1260303119,838,73,911,563,61.80%
Colorado,2018,G,ARAPAHOE,1260303120,737,89,826,540,65.38%
Colorado,2018,G,ARAPAHOE,1260303121,579,66,645,454,70.39%
Colorado,2018,G,ARAPAHOE,1260303122,769,78,847,542,63.99%
Colorado,2018,G,ARAPAHOE,1260303123,909,124,"1,033",704,68.15%
Colorado,2018,G,ARAPAHOE,1260303124,"1,091",232,"1,323",792,59.86%
Colorado,2018,G,ARAPAHOE,1260303125,586,253,839,344,41.00%
Colorado,2018,G,ARAPAHOE,1260303129,628,66,694,483,69.60%
Colorado,2018,G,ARAPAHOE,1260303130,979,122,"1,101",762,69.21%
Colorado,2018,G,ARAPAHOE,1260303131,"1,036",63,"1,099",853,77.62%
Colorado,2018,G,ARAPAHOE,1260303132,"1,070",71,"1,141",901,78.97%
Colorado,2018,G,ARAPAHOE,1260303133,999,75,"1,074",827,77.00%
Colorado,2018,G,ARAPAHOE,1260303134,567,32,599,482,80.47%
Colorado,2018,G,ARAPAHOE,1260303135,390,18,408,338,82.84%
Colorado,2018,G,ARAPAHOE,1260303136,850,36,886,763,86.12%
Colorado,2018,G,ARAPAHOE,1260303140,443,50,493,337,68.36%
Colorado,2018,G,ARAPAHOE,1263803141,483,8,491,422,85.95%
Colorado,2018,G,ARAPAHOE,1310903137,908,61,969,765,78.95%
Colorado,2018,G,ARAPAHOE,1310903138,411,38,449,343,76.39%
Colorado,2018,G,ARAPAHOE,1310903139,687,67,754,559,74.14%
Colorado,2018,G,ARAPAHOE,1310903230,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,1310903402,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,1310903475,28,0,28,21,75.00%
Colorado,2018,G,ARAPAHOE,1310903501,"1,270",440,"1,710",902,52.75%
Colorado,2018,G,ARAPAHOE,1310903502,"1,237",503,"1,740",791,45.46%
Colorado,2018,G,ARAPAHOE,4283603348,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,4283603350,9,0,9,0,0.00%
Colorado,2018,G,ARAPAHOE,4293603358,38,22,60,32,53.33%
Colorado,2018,G,ARAPAHOE,4293603361,2,0,2,0,0.00%
Colorado,2018,G,ARAPAHOE,4295603357,2,0,2,0,0.00%
Colorado,2018,G,ARAPAHOE,4295603359,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,4295603362,"1,136",102,"1,238",881,71.16%
Colorado,2018,G,ARAPAHOE,4295603363,"1,156",122,"1,278",818,64.01%
Colorado,2018,G,ARAPAHOE,4295603364,"1,345",179,"1,524",969,63.58%
Colorado,2018,G,ARAPAHOE,4295603365,655,80,735,484,65.85%
Colorado,2018,G,ARAPAHOE,4295603366,891,88,979,730,74.57%
Colorado,2018,G,ARAPAHOE,6260303126,651,279,930,346,37.20%
Colorado,2018,G,ARAPAHOE,6260303127,123,30,153,82,53.59%
Colorado,2018,G,ARAPAHOE,6260303128,437,38,475,322,67.79%
Colorado,2018,G,ARAPAHOE,6260303143,765,171,936,569,60.79%
Colorado,2018,G,ARAPAHOE,6260303153,"1,312",348,"1,660",939,56.57%
Colorado,2018,G,ARAPAHOE,6260303161,747,115,862,576,66.82%
Colorado,2018,G,ARAPAHOE,6260303162,828,215,"1,043",570,54.65%
Colorado,2018,G,ARAPAHOE,6260303201,395,24,419,336,80.19%
Colorado,2018,G,ARAPAHOE,6260303202,369,12,381,305,80.05%
Colorado,2018,G,ARAPAHOE,6260303203,766,50,816,660,80.88%
Colorado,2018,G,ARAPAHOE,6260303204,"1,617",82,"1,699","1,380",81.22%
Colorado,2018,G,ARAPAHOE,6260303229,"1,189",101,"1,290","1,007",78.06%
Colorado,2018,G,ARAPAHOE,6260303231,"1,080",385,"1,465",761,51.95%
Colorado,2018,G,ARAPAHOE,6260303232,"1,476",322,"1,798","1,130",62.85%
Colorado,2018,G,ARAPAHOE,6260303234,"1,254",241,"1,495",987,66.02%
Colorado,2018,G,ARAPAHOE,6260303249,828,58,886,732,82.62%
Colorado,2018,G,ARAPAHOE,6260303253,"1,592",138,"1,730","1,278",73.87%
Colorado,2018,G,ARAPAHOE,6260303254,437,25,462,362,78.35%
Colorado,2018,G,ARAPAHOE,6260303256,0,0,0,0,0.00%
Colorado,2018,G,ARAPAHOE,6263803142,888,69,957,744,77.74%
Colorado,2018,G,ARAPAHOE,6263803144,791,43,834,649,77.82%
Colorado,2018,G,ARAPAHOE,6263803145,685,94,779,508,65.21%
Colorado,2018,G,ARAPAHOE,6263803146,809,34,843,709,84.10%
Colorado,2018,G,ARAPAHOE,6263803147,870,98,968,732,75.62%
Colorado,2018,G,ARAPAHOE,6263803148,583,30,613,507,82.71%
Colorado,2018,G,ARAPAHOE,6263803149,"1,226",51,"1,277","1,077",84.34%
Colorado,2018,G,ARAPAHOE,6263803150,"1,226",228,"1,454",945,64.99%
Colorado,2018,G,ARAPAHOE,6263803151,834,250,"1,084",592,54.61%
Colorado,2018,G,ARAPAHOE,6263803152,842,90,932,696,74.68%
Colorado,2018,G,ARAPAHOE,6263803154,"1,081",165,"1,246",843,67.66%
Colorado,2018,G,ARAPAHOE,6263803155,"1,226",84,"1,310","1,046",79.85%
Colorado,2018,G,ARAPAHOE,6263803156,471,17,488,414,84.84%
Colorado,2018,G,ARAPAHOE,6263803157,677,34,711,587,82.56%
Colorado,2018,G,ARAPAHOE,6263803158,863,115,978,681,69.63%
Colorado,2018,G,ARAPAHOE,6263803159,765,118,883,597,67.61%
Colorado,2018,G,ARAPAHOE,6263803160,877,137,"1,014",649,64.00%
Colorado,2018,G,ARAPAHOE,6263803163,799,92,891,618,69.36%
Colorado,2018,G,ARAPAHOE,6263803165,993,87,"1,080",821,76.02%
Colorado,2018,G,ARAPAHOE,6263803166,448,24,472,370,78.39%
Colorado,2018,G,ARAPAHOE,6263803167,909,93,"1,002",705,70.36%
Colorado,2018,G,ARAPAHOE,6263803168,916,52,968,815,84.19%
Colorado,2018,G,ARAPAHOE,6263803169,"1,039",66,"1,105",891,80.63%
Colorado,2018,G,ARAPAHOE,6263803170,"1,254",284,"1,538",894,58.13%
Colorado,2018,G,ARAPAHOE,6263803171,"1,461",116,"1,577","1,263",80.09%
Colorado,2018,G,ARAPAHOE,6263803172,819,71,890,668,75.06%
Colorado,2018,G,ARAPAHOE,6263803173,860,47,907,696,76.74%
Colorado,2018,G,ARAPAHOE,6263803174,680,103,783,543,69.35%
